"ID","Date","Price (GBP)","Market Cap (GBP)","Total Volume","% 24hr Change","% 7d Change","Class"
"690","2023-06-10 12:00:21","1389.0856033477144","166989700168.42438","28113542271.060024","0.17","-2.62","increase"
"691","2023-06-10 13:00:35","1386.0520986897784","166606102462.40866","28016711071.104435","-0.22","-1.28","decrease"
"692","2023-06-10 14:00:34","1387.0527741640853","166787098584.5943","28038348129.113243","0.07","-0.23","increase"
"693","2023-06-10 15:00:20","1386.4155653586358","166783375400.83096","28041044777.777134","-0.05","0.28","decrease"
"694","2023-06-10 16:00:34","1384.346579246552","166689271831.20175","28138449740.588097","-0.15","0.03","decrease"
"695","2023-06-10 17:00:08","1381.3824623339506","166214475284.72488","27886005069.75637","-0.21","-0.13","decrease"
"696","2023-06-10 18:00:36","1399.223268617349","167911672708.27005","12351772698.949383","1.29","0.90","increase"
"697","2023-06-10 19:01:16","1384.95132231882","166467586448.74094","8722426923.299923","-1.02","-0.30","decrease"
"698","2023-06-10 20:00:30","1387.3964772611873","166502024625.73026","9673711400.116123","0.18","0.10","increase"
"699","2023-06-10 21:01:26","1389.7748713744027","167085934346.41516","7395118257.610116","0.17","0.20","increase"
"700","2023-06-10 22:00:45","1386.055252952111","166704938971.00186","9670672943.86398","-0.27","-0.03","decrease"
"701","2023-06-10 23:00:34","1396.8823412930751","167932688278.25528","32998841127.42386","0.78","0.91","increase"
"702","2023-06-11 00:00:24","1395.3422643063536","167813585643.74396","33163331823.870934","-0.11","1.01","decrease"
"703","2023-06-11 01:00:38","1390.6486839459797","167194098592.25586","29290359261.009296","-0.34","-0.61","decrease"
"704","2023-06-11 02:01:10","1393.7968407607377","167723664737.52686","9836319107.043121","0.23","0.64","increase"
"705","2023-06-11 03:00:25","1391.2133377467028","167283702676.00607","29499075768.76192","-0.19","0.28","decrease"
"706","2023-06-11 04:00:28","1393.1340397633155","167447332879.32324","9507812987.951849","0.14","0.24","increase"
"707","2023-06-11 05:01:10","1394.6521738343079","167442616412.42758","16835478141.16328","0.11","0.62","increase"
"708","2023-06-11 06:00:39","1397.7320833888543","168145536805.3549","7908341128.211641","0.22","0.06","increase"
"709","2023-06-11 07:00:50","1398.2769252021446","168087025404.0664","7131224155.64923","0.04","0.21","increase"
"710","2023-06-11 08:00:31","1395.4515288410432","167820579318.98492","6258339408.447556","-0.20","0.35","decrease"
"711","2023-06-11 09:00:26","1392.604655552136","167451295258.21347","5574163836.101935","-0.20","-0.09","decrease"
"712","2023-06-11 10:00:37","1389.2576831891404","167185512604.76263","5382839331.599094","-0.24","-0.14","decrease"
"713","2023-06-11 11:01:26","1393.9142463553096","167599265892.51065","5125103347.855355","0.34","0.06","increase"
